gene_id,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YNL243W,SLA2,SLA2,Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo,S000005187,A0A0L8VI90,GO:0000131;GO:0000147;GO:0003674;GO:0003779;GO:0005543;GO:0005886;GO:0005934;GO:0005935;GO:0005938;GO:0006897;GO:0007015;GO:0030136;GO:0030276;GO:0030479;GO:0030864;GO:0032051;GO:0034316;GO:0035615;GO:0043325;GO:0043332;GO:0048268;GO:0051015;GO:0080025,BP;CC;MF,,PF01608;PF07651,IPR002558;IPR008942;IPR011417;IPR013809;IPR030224
YNL244C,SUI1,SUI1,Translation initiation factor eIF1; component of complex involved in recognition of initiator codon; modulates translation accuracy at initiation phase by discriminating against suboptimal initiation sites to prevent excessive uORF translation genome-wide,S000005188,A0A0L8VIK7,GO:0001731;GO:0003723;GO:0003743;GO:0006412;GO:0006413;GO:0006417;GO:0006450;GO:0016282;GO:0031369;GO:0043024;GO:0043614;GO:1990145,BP;CC;MF,03013,PF01253,IPR001950;IPR005874
YNL245C,CWC25,CWC25,Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p,S000005189,B3LP84,GO:0000384;GO:0000398;GO:0005634;GO:0005681;GO:0005684;GO:0006397;GO:0008380,BP;CC;MF,,PF10197;PF12542,IPR019339;IPR022209
YNL246W,VPS75,VPS75,"NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia",S000005190,B3LP85,GO:0000785;GO:0003682;GO:0005634;GO:0005829;GO:0006303;GO:0006334;GO:0010698;GO:0015031;GO:0042393,BP;CC;MF,,PF00956,IPR002164
YNL247W,CRS1,CRS1,"Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes, based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid",S000005191,D6W0U6,GO:0000166;GO:0004812;GO:0004817;GO:0005524;GO:0005737;GO:0005739;GO:0005829;GO:0006412;GO:0006418;GO:0006423;GO:0008270;GO:0016874;GO:0046872;GO:1990825,BP;CC;MF,00970,,IPR009080;IPR014729;IPR015803;IPR024909;IPR032678
YNL248C,RPA49,RPA49,RNA polymerase I subunit A49; essential for nucleolar assembly and for high polymerase loading rate; required for nucleolar localization of Rpa34p,S000005192,A0A0L8VI96,GO:0000428;GO:0001188;GO:0003677;GO:0003899;GO:0005730;GO:0005736;GO:0006351;GO:0006360;GO:0006362;GO:0008361;GO:0016740;GO:0016779;GO:0042254;GO:0042790,BP;CC;MF,00230;00240;01100;03020,PF06870,IPR009668
YNL249C,MPA43,MPA43,"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",S000005193,B3LP93,GO:0003674;GO:0005737;GO:0005739;GO:0005975;GO:0008150;GO:0016301;GO:0019150;GO:0019321;GO:0046835,BP;CC;MF,,PF00370;PF02782,IPR018484;IPR018485
YNL250W,RAD50,RAD50,"Subunit of MRX complex with Mre11p and Xrs2p; complex is involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining; forms nuclear foci upon DNA replication stress",S000005194,A0A0L8VIK3,GO:0000166;GO:0000722;GO:0000723;GO:0000725;GO:0000794;GO:0003677;GO:0003690;GO:0003691;GO:0004017;GO:0005524;GO:0005634;GO:0005694;GO:0005739;GO:0006281;GO:0006284;GO:0006302;GO:0006303;GO:0006974;GO:0007004;GO:0007127;GO:0007129;GO:0008270;GO:0016787;GO:0016887;GO:0030870;GO:0035753;GO:0042162;GO:0043047;GO:0046872;GO:0046940;GO:0051321;GO:0051880;GO:0070192;GO:0097552,BP;CC;MF,03440;03450,PF04423;PF13476;PF13558,IPR004584;IPR013134;IPR027417
YNL251C,NRD1,NRD1,"RNA-binding subunit of Nrd1 complex; complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; interacts with CTD of RNA pol II large subunit Rpo21p at phosphorylated Ser5 to direct transcription termination of non-polyadenylated transcripts; H3K4 trimethylation of transcribed regions by Set1p enhances recruitment of Nrd1p to those sites; role in regulation of mitochondrial abundance and cell size",S000005195,A6ZRJ2,GO:0001068;GO:0003676;GO:0003723;GO:0003729;GO:0005515;GO:0005634;GO:0006369;GO:0010629;GO:0019904;GO:0030847;GO:0031124;GO:0031126;GO:0032991;GO:0034472;GO:0035649;GO:0042780;GO:0071028;GO:0071034;GO:0071041,BP;CC;MF,,PF00076;PF04818;PF21380,IPR000504;IPR006569;IPR006903;IPR008942;IPR012677
YNL252C,MRPL17,MRPL17,Mitochondrial ribosomal protein of the large subunit,S000005196,A0A0L8VIA2,GO:0003735;GO:0005739;GO:0005762;GO:0005840;GO:0032543;GO:1990904,BP;CC;MF,,PF11788,IPR021757
YNL253W,TEX1,TEX1,Protein involved in mRNA export; component of the transcription export (TREX) complex,S000005197,A0A0L8VI91,GO:0000346;GO:0000445;GO:0003729;GO:0005634;GO:0006406,BP;CC;MF,03013;03040,PF00400,IPR001680;IPR015943;IPR017986
YNL254C,RTC4,RTC4,Protein of unknown function; null mutation suppresses cdc13-1 temperature sensitivity; (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,S000005198,B5VQF5,GO:0003674;GO:0005634;GO:0005737;GO:0008150,BP;CC;MF,,PF14474,IPR028094
YNL255C,GIS2,GIS2,"Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; localizes to RNA processing bodies (P bodies) and to stress granules; may have a role in translation regulation under stress conditions; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2",S000005199,A0A0L8VIJ9,GO:0000932;GO:0003676;GO:0003697;GO:0003727;GO:0003729;GO:0005737;GO:0008270;GO:0010494;GO:0045182;GO:0046872;GO:2000767,BP;CC;MF,,PF00098,IPR001878
YNL256W,FOL1,FOL1,"Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities",S000005200,B3LP99,GO:0000166;GO:0003824;GO:0003848;GO:0004150;GO:0004156;GO:0005524;GO:0005737;GO:0005739;GO:0005740;GO:0005829;GO:0006760;GO:0009396;GO:0016301;GO:0016740;GO:0016829;GO:0031966;GO:0035999;GO:0042558;GO:0046417;GO:0046654;GO:0046656;GO:0046872,BP;CC;MF,00790;01100,PF00809;PF01288;PF02152,IPR000489;IPR000550;IPR006157;IPR006390;IPR011005;IPR016261
YNL257C,SIP3,SIP3,"Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM, StART-like (VASt) and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p",S000005201,B3LPA0,GO:0003712;GO:0005737;GO:0005783;GO:0005789;GO:0005886;GO:0032366;GO:0032541;GO:0045944;GO:0061575,BP;CC;MF,,PF00169;PF16016;PF16746,IPR001849;IPR011993;IPR031968
YNL258C,DSL1,DSL1,"Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p, Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene",S000005202,A6ZRI5,GO:0003674;GO:0005634;GO:0005783;GO:0005789;GO:0005829;GO:0006888;GO:0006890;GO:0007094;GO:0015031;GO:0016192;GO:0032581;GO:0070939;GO:1990423,BP;CC;MF,,PF11988;PF11989,IPR021875;IPR021876
YNL259C,ATX1,ATX1,"Cytosolic copper metallochaperone; transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p, which is a multicopper oxidase required for high-affinity iron uptake; human homolog ATOX1 can complement yeast atx1 mutant; overexpression of human ATOX1 suppresses lysine auxotrophy of the yeast sod1 null mutant, as does overexpression of yeast ATX1",S000005203,A6ZRI4,GO:0005737;GO:0005829;GO:0006811;GO:0006825;GO:0006879;GO:0016531;GO:0034599;GO:0046872,BP;CC;MF,,PF00403,IPR006121;IPR017969
YNL260C,LTO1,LTO1,"Substrate-specific adaptor protein involved in apo-Rli1p maturation; subunit of the Yae1-Lto1 complex, recruiting apo-Rli1p to the CIA targeting complex, facilitating the insertion of an Fe/S cluster by the Fe-S biosynthetic machinery; deca-GX3 motif crucial for complex formation; essential for aerobic but not anaerobic growth; homolog of human ORAOV1, which is overexpressed in solid tumors; co-expression of ORAOV1 and YAE1 homolog YAE1D1 restores growth and Rli1p maturation after LTO1 depletion",S000005204,A0A0L8VI76,GO:0005634;GO:0005737;GO:0030674;GO:0051604;GO:0062092,BP;CC;MF,,PF09811,IPR019191
YNL261W,ORC5,ORC5,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing,S000005205,A6ZRI2,GO:0000166;GO:0000808;GO:0003688;GO:0005524;GO:0005634;GO:0005656;GO:0005664;GO:0006260;GO:0006267;GO:0006270;GO:0030466;GO:0031261,BP;CC;MF,04111;04113,PF13191;PF14630;PF21639,IPR003593;IPR020796;IPR027417
YNL262W,POL2,POL2,Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p,S000005206,A6ZRI1,GO:0000166;GO:0000278;GO:0003676;GO:0003677;GO:0003690;GO:0003697;GO:0003729;GO:0003887;GO:0005634;GO:0005657;GO:0006260;GO:0006261;GO:0006272;GO:0006281;GO:0006284;GO:0006287;GO:0006297;GO:0006302;GO:0006303;GO:0007064;GO:0008270;GO:0008310;GO:0008622;GO:0016740;GO:0016779;GO:0016787;GO:0031573;GO:0032183;GO:0033314;GO:0034061;GO:0035822;GO:0042276;GO:0045004;GO:0046872;GO:0051536;GO:0051539,BP;CC;MF,00230;00240;01100;03030;03410;03420,PF03104;PF08490;PF22634;PF22912,IPR006133;IPR006134;IPR006172;IPR012337;IPR013697;IPR029703
YNL263C,YIF1,YIF1,"Integral membrane protein; required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; homolog of human YIPF3",S000005207,A0A0L8VI94,GO:0000139;GO:0003674;GO:0005789;GO:0005793;GO:0005794;GO:0006888;GO:0015031;GO:0016192;GO:0030134;GO:0031410,BP;CC;MF,,PF03878,IPR005578
YNL264C,PDR17,PDR17,Phosphatidylinositol transfer protein (PITP); downregulates Plb1p-mediated turnover of phosphatidylcholine; forms a complex with Psd2p which appears essential for maintenance of vacuolar PE levels; found in the cytosol and microsomes; homologous to Pdr16p; deletion affects phospholipid composition,S000005208,A0A0L8VI81,GO:0005737;GO:0005768;GO:0005829;GO:0006658;GO:0006869;GO:0008526;GO:0008654;GO:0009410;GO:0015914;GO:0016126;GO:0032934;GO:0043001;GO:0071944;GO:1901352;GO:2001247,BP;CC;MF,,PF00650;PF03765,IPR001251;IPR011074
YNL265C,IST1,IST1,Protein involved in recycling of membrane transporters from endosome to plasma membrane; plays a role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p,S000005209,A0A0L8VI73,GO:0005737;GO:0005768;GO:0008104;GO:0015031;GO:0032511;GO:0042030;GO:0099638,BP;CC;MF,,PF03398,IPR005061
YNL266W,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF IST1/YNL265C",S000005210,NA,,,,,
YNL267W,PIK1,PIK1,"Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network",S000005211,B3LPA6,GO:0000166;GO:0004430;GO:0005524;GO:0005634;GO:0005737;GO:0005794;GO:0005802;GO:0005829;GO:0006995;GO:0016020;GO:0016192;GO:0016301;GO:0016740;GO:0016773;GO:0033554;GO:0046854;GO:0048015;GO:0140504;GO:2000786,BP;CC;MF,00562;01100;04070,PF00454;PF11522;PF21245,IPR000403;IPR001263;IPR011009;IPR015433;IPR016024;IPR018936;IPR021601
YNL268W,LYP1,LYP1,"Lysine permease; one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids; broad substrate specificity when overexpressed in a strain severely deficient for the uptake of amino acids; predominantly located in the plasma membrane during exponential growth",S000005212,A0A0L8VJ50,GO:0003333;GO:0005739;GO:0005886;GO:0006865;GO:0015171;GO:0015174;GO:0015802;GO:0016020;GO:0022857;GO:0032126;GO:0055085;GO:0089718;GO:1990822,BP;CC;MF,,PF00324,IPR002293;IPR004762;IPR004840;IPR004841
YNL269W,BSC4,BSC4,Protein of unknown function; protein-coding gene that evolved de novo via a series of point mutations in noncoding sequence; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough is increased upon depletion of Sup35p; may be involved in DNA repair pathway during stationary phase and contribute to robustness of cells when shifted to a nutrient-poor environment,S000005213,B2Y304,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YNL270C,ALP1,ALP1,"Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog, CAN1, that arose from the whole genome duplication",S000005214,B3LPA9,GO:0003333;GO:0005783;GO:0006865;GO:0015171;GO:0015174;GO:0015802;GO:0016020;GO:0022857;GO:0055085;GO:1990822,BP;CC;MF,,PF00324,IPR002293;IPR004762;IPR004840;IPR004841
YNL271C,BNI1,BNI1,"Formin; polarisome component; nucleates the formation of linear actin filaments, involved in budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; spatially focuses Bni1p at mating projection tips, and with Bud6p organizes Bni1p into clusters that nucleate actin assembly during mating projection formation; some functional redundancy with BNR1",S000005215,B3LPB0,GO:0000131;GO:0000132;GO:0000133;GO:0003779;GO:0005522;GO:0005628;GO:0005829;GO:0005856;GO:0005884;GO:0005886;GO:0005934;GO:0005935;GO:0005938;GO:0007118;GO:0015629;GO:0030010;GO:0030036;GO:0031267;GO:0032153;GO:0032880;GO:0032956;GO:0032991;GO:0043332;GO:0045010;GO:0051015;GO:0051016;GO:0051017;GO:0051286;GO:0070649;GO:0071474;GO:0110085;GO:1903475,BP;CC;MF,04011,PF02181;PF06367;PF06371,IPR010472;IPR010473;IPR014767;IPR014768;IPR015425;IPR016024
YNL272C,SEC2,SEC2,"Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst, via exocyst subunit Sec15p, on secretory vesicles",S000005216,A0A0L8VI68,GO:0005085;GO:0005829;GO:0005934;GO:0005935;GO:0006887;GO:0006914;GO:0015031;GO:0030133;GO:0030435;GO:0031410;GO:0032120;GO:0043332;GO:0051286;GO:0070273,BP;CC;MF,,PF06428,IPR009449
YNL273W,TOF1,TOF1,"Subunit of a replication-pausing checkpoint complex; the replication fork protection complex (Tof1p-Mrc1p-Csm3p) acts at stalled forks and is required for rapid replication fork progression, replisome stabilization under stress, mediating checkpoint signaling and promoting sister chromatid cohesion after damage, facilitating gap repair of damaged DNA; interacts with the MCM helicase; recruits Top1p to the fork to suppress DNA damage; relocalizes to the cytosol in response to hypoxia to hypoxia",S000005217,B3LPB2,GO:0000076;GO:0003674;GO:0003677;GO:0005634;GO:0005829;GO:0006260;GO:0006281;GO:0006974;GO:0007064;GO:0008156;GO:0031297;GO:0031298;GO:0043111;GO:0043570;GO:0043596;GO:0051321,BP;CC;MF,,PF04821,IPR006906
YNL274C,GOR1,GOR1,"Glyoxylate reductase; null mutation results in increased biomass after diauxic shift; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress",S000005218,A0A0L8VJ46,GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0008465;GO:0009436;GO:0016491;GO:0016616;GO:0016618;GO:0030267;GO:0047964;GO:0051287;GO:0120509,BP;CC;MF,,PF00389;PF02826,IPR006139;IPR006140;IPR016040;IPR029752;IPR029753
YNL275W,BOR1,BOR1,"Boron efflux transporter of the plasma membrane; binds HCO3-, I-, Br-, NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1; human ortholog SLC4A5 is key biomarker and therapeutic target for Niemann-Pick type C (NPC) disease",S000005219,A0A0L8VI84,GO:0000324;GO:0005452;GO:0005774;GO:0005886;GO:0006623;GO:0006811;GO:0006820;GO:0015297;GO:0016020;GO:0035445;GO:0046713;GO:0050801;GO:0055085;GO:0071944;GO:0080139,BP;CC;MF,,PF00955,IPR003020;IPR011531
YNL276C,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene MET2/YNL277W",S000005220,NA,,,,,
YNL277W,MET2,MET2,L-homoserine-O-acetyltransferase; catalyzes the conversion of homoserine to O-acetyl homoserine which is the first step of the methionine biosynthetic pathway,S000005221,A0A023VTP3,GO:0000096;GO:0000097;GO:0004414;GO:0005737;GO:0005829;GO:0006566;GO:0008652;GO:0009086;GO:0009092;GO:0016740;GO:0016746;GO:0016747;GO:0071269,BP;CC;MF,00270;00920;01100,PF00561,IPR000073;IPR008220;IPR029058
YNL277W-A,NA,NA,Putative protein of unknown function,S000028852,B3LPB6,GO:0003674;GO:0005575;GO:0008150,BP;CC;MF,,,
YNL278W,CAF120,CAF120,"Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation, elongation, and degradation; contains a PH-like domain; CAF120 has a paralog, SKG3, that arose from the whole genome duplication",S000005222,C7GP86,GO:0003674;GO:0004672;GO:0005634;GO:0005737;GO:0005935;GO:0007165;GO:0008150,BP;CC;MF,03018,PF00169;PF25381,IPR001849;IPR011993
YNL279W,PRM1,PRM1,Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p,S000005223,B3LPB8,GO:0000324;GO:0003674;GO:0005886;GO:0032220;GO:0043332,BP;CC;MF,,,IPR026777
YNL280C,ERG24,ERG24,"C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol), and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions",S000005224,A0A0L8VJ42,GO:0005783;GO:0005789;GO:0005829;GO:0006629;GO:0006694;GO:0006696;GO:0008202;GO:0016020;GO:0016126;GO:0016491;GO:0016628;GO:0036197;GO:0050613,BP;CC;MF,00100;01100;01110,PF01222,IPR001171;IPR018083
YNL281W,HCH1,HCH1,Heat shock protein regulator; binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; role in regulating Hsp90 inhibitor drug sensitivity; GFP-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress,S000005225,A0A0L8VI79,GO:0001671;GO:0005634;GO:0005737;GO:0005829;GO:0006457;GO:0051087,BP;CC;MF,,PF09229,IPR015310
YNL282W,POP3,POP3,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; increases the activity and thermal stability of the RNase P complex, along with Pop2p; relocalizes to the cytosol in response to hypoxia",S000005226,A0A0L8VI67,GO:0000171;GO:0000172;GO:0000294;GO:0004526;GO:0005634;GO:0005655;GO:0005829;GO:0006364;GO:0008033;GO:0034965,BP;CC;MF,03008;03013,PF08228,IPR013241
YNL283C,WSC2,WSC2,"Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog, WSC3, that arose from the whole genome duplication",S000005227,A6ZRG2,GO:0000324;GO:0004888;GO:0005737;GO:0005886;GO:0005933;GO:0005935;GO:0007266;GO:0009408;GO:0016020;GO:0030427;GO:0031505;GO:0043332;GO:0071555;GO:0071944,BP;CC;MF,04011,PF01822,IPR002889
YNL284C,MRPL10,MRPL10,Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels,S000005228,A6ZRG1,GO:0003735;GO:0005739;GO:0005762;GO:0005840;GO:0006412;GO:0015934;GO:0032543;GO:1990904,BP;CC;MF,,PF00828,IPR005749;IPR021131;IPR030878
YNL285W,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",S000005229,NA,,,,,
YNL286W,CUS2,CUS2,Putative checkpoint factor in transcription; binds to U2 snRNA and Prp11p; regulates toggling of the U2 snRNA stem II region between different structures; contains two RNA recognition motifs (RRMs),S000005230,A6ZSJ2,GO:0000398;GO:0003676;GO:0003723;GO:0005681;GO:0005684;GO:0005686;GO:0006397;GO:0008380;GO:0030620;GO:0034337;GO:1903241,BP;CC;MF,,PF00076,IPR000504;IPR012677
YNL287W,SEC21,SEC21,Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo,S000005231,A6ZSJ1,GO:0000139;GO:0003674;GO:0005198;GO:0005737;GO:0005768;GO:0005783;GO:0005793;GO:0006886;GO:0006888;GO:0006890;GO:0006891;GO:0009306;GO:0015031;GO:0016192;GO:0030117;GO:0030126;GO:0030663;GO:0031410;GO:0070971,BP;CC;MF,,PF01602;PF08752;PF16381,IPR002553;IPR009028;IPR011989;IPR013040;IPR013041;IPR015873;IPR016024;IPR017106;IPR032154
YNL288W,CAF40,CAF40,"Component of the CCR4-NOT transcriptional complex; evolutionarily conserved; involved in controlling mRNA initiation, elongation, and degradation; binds Cdc39p",S000005232,A6ZSJ0,GO:0000932;GO:0003674;GO:0005634;GO:0005737;GO:0006402;GO:0017148;GO:0030014;GO:0030015;GO:0032968,BP;CC;MF,03018,PF04078,IPR007216;IPR011989;IPR016024
YNL289W,PCL1,PCL1,"Cyclin, interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily, involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; is ubiquitinated by Dma1p; phosphorylation by Pho85p targets it for degradation; localizes to sites of polarized cell growth",S000005233,A0A0L8VIH2,GO:0000131;GO:0000307;GO:0005634;GO:0005737;GO:0016239;GO:0016538;GO:0019901;GO:0031106;GO:0032878;GO:0051301;GO:0051726,BP;CC;MF,04111,PF00134,IPR006671;IPR012104;IPR013763
YNL290W,RFC3,RFC3,Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia,S000005234,A6ZSI8,GO:0000166;GO:0003677;GO:0003689;GO:0005524;GO:0005634;GO:0005663;GO:0005829;GO:0006260;GO:0006261;GO:0006271;GO:0006272;GO:0006281;GO:0006298;GO:0016887;GO:0031389;GO:0031390;GO:0031391,BP;CC;MF,03030;03420;03430,PF00004;PF08542;PF25361,IPR003593;IPR003959;IPR008921;IPR013748;IPR027417
YNL291C,MID1,MID1,Stretch-activated Ca2+-permeable cation channel; required for Ca2+ influx stimulated by mating pheromones and some abiotic stresses; sensor of compressive mechanical stress; N-glycosylated membrane protein of the ER and plasma membrane; interacts with Cch1p; oligomerizes; is an alpha2/delta-like protein and participates in the generation of stretch-activated Ca2+-permeable cation channel activity when expressed in mammalian cells,S000005235,A6ZSI7,GO:0005262;GO:0005783;GO:0005886;GO:0006811;GO:0006816;GO:0015275;GO:0034220;GO:0070588;GO:0098703,BP;CC;MF,,PF12929,IPR020067;IPR024338
YNL292W,PUS4,PUS4,"Pseudouridine synthase; catalyzes only the formation of pseudouridine-55 (Psi55), a highly conserved tRNA modification, in mitochondrial and cytoplasmic tRNAs; also responsible for pseudouracil modification of some mRNAs; PUS4 overexpression leads to translational derepression of GCN4 (Gcd- phenotype)",S000005236,A0A0L8VI58,GO:0001522;GO:0003723;GO:0005634;GO:0005739;GO:0006396;GO:0006400;GO:0008033;GO:0009451;GO:0009982;GO:0016853;GO:0160148;GO:1990481,BP;CC;MF,,PF01509,IPR002501;IPR014780;IPR020103
YNL293W,MSB3,MSB3,"Rab GTPase-activating protein; regulates endocytosis via inactivation of Vps21p at endosomes and vacuole fusion via inactivation of Ypt7p at vacuoles; also acts on Ypt52p and Sec4p; localizes to plasma membrane, sites of polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; similar to TBC-domain Tre2 oncogene; MSB3 has a paralog, MSB4, that arose from the whole genome duplication; human homolog USP6NL can complement yeast msb3 msb4 double null",S000005237,A0A0L8VI53,GO:0000131;GO:0000133;GO:0000329;GO:0005096;GO:0005737;GO:0005770;GO:0005829;GO:0005886;GO:0005933;GO:0005934;GO:0005935;GO:0006887;GO:0006897;GO:0032880;GO:0043332;GO:0070649;GO:0071944,BP;CC;MF,,PF00566,IPR000195
YNL294C,RIM21,RIM21,"pH sensor molecule, component of RIM101 pathway; positive regulator of cell size; has role in cell wall construction and alkaline pH response; is glycosylated and phosphorylated; interacts with Dfg16p and Rim9p to form a pH-sensing complex; localization to plasma membrane is dependent on Dfg16p and Rim9p; has similarity to A. nidulans PalH",S000005238,A0A0L8VIG7,GO:0001403;GO:0003674;GO:0005783;GO:0005886;GO:0009272;GO:0030437;GO:0044088;GO:0071467;GO:0071469,BP;CC;MF,,PF08733,IPR014844
YNL295W,MRX6,MRX6,"Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p, Mam33p, and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA",S000005239,A6ZSI3,GO:0003674;GO:0005739;GO:0005759;GO:1901858,BP;CC;MF,,PF08692,IPR014804
YNL297C,MON2,MON2,Protein with a role in endocytosis and vacuole integrity; peripheral membrane protein; interacts with and negatively regulates Arl1p; localizes to the endosome; member of the Sec7p family of proteins,S000005241,A6ZSI2,GO:0000139;GO:0005085;GO:0005768;GO:0005794;GO:0005802;GO:0005829;GO:0006623;GO:0006897;GO:0015031;GO:0031901;GO:0042147,BP;CC;MF,,PF12783;PF16206;PF16213,IPR032629;IPR032691;IPR032817
